No.,Tissue,Elevated_Gene_symbol,GO_BP,GO_MF,GO_CC,REACTOME,KEGG,BIOCARTA
1660,Brain,NECAB1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1661,Brain,NECAB2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1662,Brain,NEFM,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1663,Brain,NHLH2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1664,Brain,NIM1K,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1665,Brain,NKAIN4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1666,Brain,NMBR,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
1667,Brain,NRSN1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1668,Brain,NSG2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1669,Brain,OPN4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1670,Brain,OPRM1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
1671,Brain,OR14I1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1672,Brain,OR1F1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1673,Brain,OR3A2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1674,Brain,PACSIN1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1675,Brain,PCDH11X,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1676,Brain,PCDHA5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1677,Brain,PCDHGA10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1678,Brain,PCP2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1679,Brain,PENK,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1680,Brain,PEX5L,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1681,Brain,PGM2L1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
1682,Brain,PHF24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1683,Brain,PIANP,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1684,Brain,PLD5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1685,Brain,PLEKHB1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1686,Brain,PNMA8C,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1687,Brain,PPP2R2B,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1688,Brain,PRSS48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1689,Brain,PRSS51,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1690,Brain,PTPRR,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
1691,Brain,PVALB,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1692,Brain,RALYL,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1693,Brain,RASGRF1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
1694,Brain,RBFOX1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1695,Brain,RELN,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
1696,Brain,RHBG,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1697,Brain,RHOXF1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1698,Brain,RNF112,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1699,Brain,RTBDN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1700,Brain,RTL1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1701,Brain,RXFP3,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1702,Brain,SATB2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1703,Brain,SCG3,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1704,Brain,SCN1A,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1705,Brain,SCN1B,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1706,Brain,SCN3A,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1707,Brain,SCRT2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1708,Brain,SEZ6L,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1709,Brain,SGCZ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1710,Brain,SKOR2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1711,Brain,SLAIN1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1712,Brain,SLC17A8,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1713,Brain,SLC24A2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1714,Brain,SLC6A7,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1715,Brain,SLC8A2,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
1716,Brain,SLC8A3,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
1717,Brain,SNCA,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
1718,Brain,SNX32,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1719,Brain,SOX2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1720,Brain,SRCIN1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1721,Brain,SST,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
1722,Brain,ST8SIA2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1723,Brain,ST8SIA3,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1724,Brain,STRC,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1725,Brain,SYNGR3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1726,Brain,TESPA1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1727,Brain,TFAP2D,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1728,Brain,TIAM1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
1729,Brain,TMEFF1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1730,Brain,TMEM130,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1731,Brain,TMEM145,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1732,Brain,TMEM178A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1733,Brain,TMEM179,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1734,Brain,TMEM266,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1735,Brain,TMOD2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1736,Brain,TMPRSS5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1737,Brain,TRHR,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
1738,Brain,TSPAN7,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1739,Brain,TTYH2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1740,Brain,TUNAR,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1741,Brain,UGT8,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
1742,Brain,UNC5A,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
1743,Brain,VWA5B2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1744,Brain,WDR97,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1745,Brain,ZAR1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1746,Brain,ZBTB18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1747,Brain,ZCCHC12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1748,Brain,ZFYVE28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1749,Brain,ZIC5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1750,Brain,ZNF729,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1751,Brain,ABCC12,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1752,Brain,AC117457.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1753,Brain,ACBD7,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1754,Brain,ACHE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
1755,Brain,ACSBG1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
1756,Brain,ADGRB3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1757,Brain,ADORA3,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
1758,Brain,AF241726.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1759,Brain,AGAP2,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
1760,Brain,AIFM3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1761,Brain,ALDOC,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
1762,Brain,ANKRD18A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1763,Brain,ANKRD34B,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1764,Brain,APBA2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1765,Brain,ARHGAP22,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1766,Brain,ARHGEF33,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1767,Brain,ASIC2,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
1768,Brain,ASTN1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1769,Brain,ATOH7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1770,Brain,ATP13A5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1771,Brain,BARHL2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1772,Brain,BHLHE23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1773,Brain,C17orf51,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1774,Brain,C1QTNF8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1775,Brain,C2orf80,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1776,Brain,C5orf49,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1777,Brain,C9orf129,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1778,Brain,CAMK1G,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1779,Brain,CASTOR2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1780,Brain,CBLN2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1781,Brain,CCDC136,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1782,Brain,CCDC78,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1783,Brain,CCNB3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1784,Brain,CDH9,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1785,Brain,CDHR1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1786,Brain,CDK5R2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1787,Brain,CENPVL3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1788,Brain,CHADL,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1789,Brain,CHRM5,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
1790,Brain,CHRNA4,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
1791,Brain,CLEC7A,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1792,Brain,CLVS1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1793,Brain,CNP,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1794,Brain,COCH,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1795,Brain,COL19A1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1796,Brain,CTNNA3,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
1797,Brain,CTXN3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1798,Brain,DCLK1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1799,Brain,DCLK2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1800,Brain,DLEU7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1801,Brain,DLGAP2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1802,Brain,DLGAP3,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1803,Brain,ECT2L,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1804,Brain,EGR4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1805,Brain,EN1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1806,Brain,ENHO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1807,Brain,ENO2,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
1808,Brain,EPHA8,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
1809,Brain,EPHB1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
1810,Brain,EPHX4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1811,Brain,ERC2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1812,Brain,ETNPPL,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1813,Brain,FABP7,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
1814,Brain,FAM133A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1815,Brain,FAT2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1816,Brain,FCHO1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1817,Brain,FEZ1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1818,Brain,FEZF1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1819,Brain,FGF5,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
1820,Brain,FOXB1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1821,Brain,FOXD4L6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1822,Brain,FOXE3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1823,Brain,FRMPD2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1824,Brain,GABRA2,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
1825,Brain,GABRA4,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
1826,Brain,GABRB1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
1827,Brain,GAREM2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1828,Brain,GDI1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1829,Brain,GLRA3,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
1830,Brain,GPR12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1831,Brain,GPR37,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
1832,Brain,GPR45,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1833,Brain,GPR85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1834,Brain,GPRIN1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1835,Brain,GRAMD1B,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1836,Brain,GRIN3A,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
1837,Brain,GYG2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1838,Brain,H3.Y,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1839,Brain,HAPLN4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1840,Brain,HCN4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1841,Brain,HMSD,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1842,Brain,HS3ST2,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
1843,Brain,HYAL3,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
1844,Brain,IFNA13,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
1845,Brain,IGFBPL1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1846,Brain,INA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1847,Brain,INSM2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1848,Brain,IQCJ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1849,Brain,ITM2C,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1850,Brain,ITPKA,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
1851,Brain,KCNG2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1852,Brain,KCNJ12,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1853,Brain,KCNK12,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1854,Brain,KIF13B,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1855,Brain,KIF5C,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1856,Brain,KIF6,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1857,Brain,KIFC2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1858,Brain,KLC1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1859,Brain,KLHL3,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1860,Brain,KRT31,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1861,Brain,KRTAP5-2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1862,Brain,LGI1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1863,Brain,LGI3,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1864,Brain,LHFPL5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1865,Brain,LINC00672,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1866,Brain,LIX1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1867,Brain,LMTK3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1868,Brain,LRRC7,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1869,Brain,LZTS1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1870,Brain,MAMDC4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1871,Brain,MAP1B,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1872,Brain,MAPT,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
1873,Brain,MGAT4C,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1874,Brain,MIA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1875,Brain,MMP24,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1876,Brain,MTURN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1877,Brain,NAT8L,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1878,Brain,NEUROG1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1879,Brain,NLRP4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1880,Brain,NMB,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1881,Brain,NOL4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1882,Brain,NPAS4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1883,Brain,NPTX2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1884,Brain,NRIP2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1885,Brain,NRIP3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1886,Brain,OLIG1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1887,Brain,OLIG2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1888,Brain,OR2H2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1889,Brain,OR9A2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1890,Brain,PAK3,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
1891,Brain,PCDH19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1892,Brain,PCDHA7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1893,Brain,PCDHA9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1894,Brain,PDE1B,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
1895,Brain,PDE1C,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
1896,Brain,PEG10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1897,Brain,PNMA3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1898,Brain,PNMA8B,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1899,Brain,POU2F2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1900,Brain,POU4F1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1901,Brain,PPFIA3,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1902,Brain,PPIAL4D,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1903,Brain,PPP1R1C,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1904,Brain,PRR36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1905,Brain,PRRT3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1906,Brain,PRX,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1907,Brain,PTPRT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1908,Brain,RAB6B,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1909,Brain,RASGRP1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
1910,Brain,RFPL1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1911,Brain,RGS20,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1912,Brain,RGS4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1913,Brain,RIBC1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1914,Brain,RILPL1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1915,Brain,RUNX1T1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1916,Brain,RXRG,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
1917,Brain,S100B,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1918,Brain,SATL1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1919,Brain,SCD,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
1920,Brain,SCD5,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
1921,Brain,SCN8A,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1922,Brain,SEC14L5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1923,Brain,SHF,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1924,Brain,SHISA8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1925,Brain,SLC14A1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1926,Brain,SLC1A6,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1927,Brain,SLC26A5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1928,Brain,SLC44A1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1929,Brain,SLC6A17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1930,Brain,SLC6A5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1931,Brain,SLC7A14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1932,Brain,SLCO1C1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1933,Brain,SNTG1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1934,Brain,SORCS3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1935,Brain,SOX11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1936,Brain,SPOCK3,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1937,Brain,SPTBN4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1938,Brain,SSTR4,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
1939,Brain,STMN2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1940,Brain,STMN3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1941,Brain,SVOP,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1942,Brain,SYNJ2,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
1943,Brain,SYT12,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1944,Brain,SYT5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1945,Brain,SYT6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1946,Brain,TCEAL6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1947,Brain,TIAM2,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
1948,Brain,TMEM155,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1949,Brain,TMEM156,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1950,Brain,TTC25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1951,Brain,TUBB2B,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
1952,Brain,TUBB3,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
1953,Brain,TUBB4A,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
1954,Brain,UBE2QL1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1955,Brain,UNC80,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1956,Brain,VSX1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1957,Brain,WASF1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
1958,Brain,ZNF804A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1959,Brain,AATK,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1960,Brain,ABCA3,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
1961,Brain,ABCC8,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
1962,Brain,ABCD2,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
1963,Brain,ABHD12B,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1964,Brain,ABHD8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1965,Brain,ABLIM2,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
1966,Brain,ABR,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1967,Brain,AC004593.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1968,Brain,AC005697.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1969,Brain,AC012309.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1970,Brain,AC013470.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1971,Brain,AC058822.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1972,Brain,AC068775.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1973,Brain,AC073610.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1974,Brain,AC091167.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1975,Brain,AC093525.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1976,Brain,AC126755.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1977,Brain,AC129492.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1978,Brain,AC135068.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1979,Brain,ACAP3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1980,Brain,ACOT7,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
1981,Brain,ACSL6,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
1982,Brain,ACTR3B,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
