No.,Tissue,Enriched_Gene_symbol,GO_BP,GO_MF,GO_CC,REACTOME,KEGG,BIOCARTA
2227,Testis,PRR20C,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2228,Testis,RFPL3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2229,Testis,RHOXF2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2230,Testis,RNF113B,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2231,Testis,SPERT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2232,Testis,TMEM95,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2233,Testis,TPPP2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2234,Testis,TRIML1,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2235,Testis,AC171558.3,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
2236,Testis,C10orf120,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2237,Testis,C4orf45,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2238,Testis,CSTL1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2239,Testis,CT83,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2240,Testis,FBXO24,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2241,Testis,IQCM,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2242,Testis,MAGEA6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2243,Testis,OAZ3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2244,Testis,PABPC3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2245,Testis,SUN3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2246,Testis,UBE2U,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2247,Testis,CALR3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2248,Testis,CRISP2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2249,Testis,GLIPR1L1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2250,Testis,GOLGA8J,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2251,Testis,H2AFB3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2252,Testis,KLF18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2253,Testis,MBD3L3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2254,Testis,MORC1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2255,Testis,OR2W1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2256,Testis,OR52D1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
2257,Testis,TEX12,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2258,Testis,TEX35,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2259,Testis,TMEM225B,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2260,Testis,UBQLNL,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2261,Testis,ADAM20,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2262,Testis,ADAM32,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2263,Testis,CCDC62,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2264,Testis,CPHXL,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
2265,Testis,GAGE12E,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2266,Testis,GGN,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2267,Testis,HORMAD1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2268,Testis,MAGEA1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2269,Testis,MBD3L2B,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
2270,Testis,MROH7,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2271,Testis,PRAMEF11,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2272,Testis,RTL9,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
2273,Testis,SOX30,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2274,Testis,SPTY2D1OS,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
2275,Testis,TAS2R1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2276,Testis,TSKS,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2277,Testis,AC007325.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2278,Testis,AC115220.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2279,Testis,ACTRT3,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2280,Testis,ADAM29,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2281,Testis,ANKRD30B,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
2282,Testis,BOLL,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2283,Testis,BRDT,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2284,Testis,C17orf50,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2285,Testis,C22orf23,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2286,Testis,C9orf131,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2287,Testis,CCDC172,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2288,Testis,CT45A1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2289,Testis,CT45A9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2290,Testis,FAM229A,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
2291,Testis,FTHL17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2292,Testis,GAB4,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
2293,Testis,GAGE13,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2294,Testis,GOLGA6C,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2295,Testis,GOLGA6L7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2296,Testis,HSF5,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2297,Testis,LACTBL1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2298,Testis,ODF3L1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2299,Testis,PLCZ1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
2300,Testis,SLC25A52,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2301,Testis,SLC36A3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2302,Testis,SPANXN1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2303,Testis,SPATA31A6,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2304,Testis,SPEM2,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2305,Testis,TXNDC8,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
2306,Testis,CCDC197,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
2307,Testis,CT45A8,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
2308,Testis,EFCAB3,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2309,Testis,GOT1L1,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
2310,Testis,POTEC,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
2311,Testis,SMCP,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
2312,Testis,SPATA4,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
2313,Testis,ZNF705B,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
2314,Testis,AC138647.1,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
2315,Testis,CCDC182,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
2316,Testis,CCDC83,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
2317,Testis,CFAP97D1,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
2318,Testis,CTAGE15,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
2319,Testis,FAM228A,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2320,Testis,FOXR1,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
2321,Testis,LINC02203,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
2322,Testis,LRRC72,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
2323,Testis,MAGEA9,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2324,Testis,ODF3,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
2325,Testis,ODF4,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
2326,Testis,OOSP2,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2327,Testis,OR7E24,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2328,Testis,PPP1R2C,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
2329,Testis,PRR20A,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
2330,Testis,PRR20B,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
2331,Testis,PRR20D,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2332,Testis,PRR20E,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2333,Testis,PRR22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2334,Testis,RBMY1D,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2335,Testis,SAXO1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2336,Testis,SPACA7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2337,Testis,SPANXN4,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
2338,Testis,TESMIN,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2339,Testis,TMEM247,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2340,Testis,USP50,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2341,Testis,AC010255.3,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
2342,Testis,AC018709.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2343,Testis,BTG4,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
2344,Testis,C11orf42,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
2345,Testis,CNBD1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
2346,Testis,CT45A5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2347,Testis,GTSF1L,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
2348,Testis,IQCA1L,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
2349,Testis,NT5C1B,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
2350,Testis,PRM3,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
2351,Testis,RAD51AP2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2352,Testis,RSPH6A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2353,Testis,SLC35G4,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
2354,Testis,SLFNL1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2355,Testis,SPATA46,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2356,Testis,SPATA9,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2357,Testis,SSX1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2358,Testis,SSX4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2359,Testis,SSX4B,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2360,Testis,STPG4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2361,Testis,SYCP3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2362,Testis,TEX13B,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
2363,Testis,TPRX1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2364,Testis,ZNF679,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2365,Testis,ARL13A,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2366,Testis,C17orf64,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2367,Testis,COX7B2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2368,Testis,CT45A3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2369,Testis,DCDC2C,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
2370,Testis,IZUMO1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2371,Testis,OR6F1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2372,Testis,PDZD9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2373,Testis,PRND,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2374,Testis,SAGE1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2375,Testis,SLC6A16,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
2376,Testis,TEX45,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2377,Testis,TOMM20L,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
2378,Testis,TSGA13,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2379,Testis,TSSK6,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2380,Testis,ADAM21,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
2381,Testis,C2orf92,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2382,Testis,C3orf56,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2383,Testis,C4orf51,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2384,Testis,C9orf153,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2385,Testis,COX6B2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2386,Testis,CT47A7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2387,Testis,FAM217A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2388,Testis,FAM230A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2389,Testis,FSCB,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2390,Testis,GAGE12J,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2391,Testis,GJA10,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2392,Testis,GSC2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2393,Testis,HIGD2B,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2394,Testis,KLF17,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2395,Testis,MAGEB18,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
2396,Testis,NUP210L,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2397,Testis,OPN5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2398,Testis,OR14A2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2399,Testis,PAGE2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2400,Testis,PAGE2B,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2401,Testis,PCSK4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2402,Testis,RBM44,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
2403,Testis,RNF17,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2404,Testis,S100A7L2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2405,Testis,SLC26A8,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2406,Testis,SPATA48,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2407,Testis,STPG3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2408,Testis,TMEM262,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2409,Testis,TPTE2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2410,Testis,ZSWIM2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2411,Testis,AC010325.1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2412,Testis,AL365214.3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2413,Testis,CCDC38,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2414,Testis,CCT6B,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2415,Testis,CEP295NL,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2416,Testis,CNTD1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2417,Testis,CT55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2418,Testis,ETDA,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2419,Testis,GTF2A1L,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2420,Testis,IQCN,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2421,Testis,MAGEC1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2422,Testis,NPAP1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2423,Testis,PRSS50,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2424,Testis,SIGLECL1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2425,Testis,SPATA12,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
2426,Testis,SPDYE4,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2427,Testis,SSX3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2428,Testis,STAG3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2429,Testis,STARD6,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2430,Testis,TCP10,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2431,Testis,TSPY10,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2432,Testis,ACRBP,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2433,Testis,ARMC12,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
2434,Testis,C9orf43,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2435,Testis,CABYR,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2436,Testis,CCDC168,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
2437,Testis,CT47A12,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2438,Testis,DNAJB7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2439,Testis,DYDC1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2440,Testis,FAM209B,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2441,Testis,FOXR2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2442,Testis,GOLGA8S,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
2443,Testis,HSFY1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2444,Testis,IZUMO4,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2445,Testis,LRRC74A,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2446,Testis,LRWD1,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
2447,Testis,MAGEB5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2448,Testis,Mar-10,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2449,Testis,OR52E2,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2450,Testis,OR6P1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2451,Testis,POU5F2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2452,Testis,RBAK-RBAKDN,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2453,Testis,REC114,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2454,Testis,SMKR1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2455,Testis,SPACA5B,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2456,Testis,SYNGR4,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2457,Testis,TAF7L,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2458,Testis,TBC1D3G,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2459,Testis,TDRD10,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
2460,Testis,TEPP,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
2461,Testis,TEX48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2462,Testis,TEX49,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2463,Testis,TLE7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2464,Testis,TMEM89,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2465,Testis,TSPY8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2466,Testis,TSSK4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2467,Testis,WDR64,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2468,Testis,ZDHHC19,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2469,Testis,ABHD1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
2470,Testis,ANKRD62,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
2471,Testis,C19orf71,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2472,Testis,C19orf81,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2473,Testis,C7orf31,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
2474,Testis,CATSPER3,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
2475,Testis,CCDC63,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2476,Testis,CCDC87,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2477,Testis,CMTM1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2478,Testis,DYRK4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2479,Testis,ERICH2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2480,Testis,KCTD19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2481,Testis,MAJIN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2482,Testis,MOV10L1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2483,Testis,MS4A6E,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2484,Testis,NUTM2F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2485,Testis,OR13C3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2486,Testis,PP2D1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
2487,Testis,PPP4R3C,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2488,Testis,RIMBP3,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
2489,Testis,RIMBP3C,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
2490,Testis,SLC9B1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2491,Testis,SLC9C2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2492,Testis,SYCE1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2493,Testis,TCP10L,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2494,Testis,TGIF2LX,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2495,Testis,UBE2L5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2496,Testis,WDR88,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2497,Testis,ZAN,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2498,Testis,AC011005.1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2499,Testis,AC025594.2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2500,Testis,AC187653.1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2501,Testis,AGBL5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2502,Testis,ATP8B3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2503,Testis,AXDND1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
2504,Testis,C16orf95,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
2505,Testis,C17orf98,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2506,Testis,C1orf94,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2507,Testis,C9orf84,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2508,Testis,CCDC7,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
2509,Testis,CCDC73,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2510,Testis,CLDN34,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2511,Testis,CTCFL,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2512,Testis,ENTHD1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2513,Testis,FNDC11,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2514,Testis,FSIP2,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2515,Testis,IL31,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2516,Testis,JHY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2517,Testis,MAGEA2B,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2518,Testis,MRGPRG,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2519,Testis,NPIPB6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2520,Testis,NUPR2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2521,Testis,OXCT2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2522,Testis,PROCA1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2523,Testis,PRR23A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2524,Testis,PRSS40B,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2525,Testis,RGPD3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2526,Testis,RGSL1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
2527,Testis,SLC22A14,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2528,Testis,SPACA5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2529,Testis,SYCE3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2530,Testis,TDRD1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2531,Testis,THEG,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2532,Testis,TP53TG5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2533,Testis,TSSK3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2534,Testis,ZNF560,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
2535,Testis,ACTL10,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
2536,Testis,AHRR,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
2537,Testis,AKR1E2,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2538,Testis,AMH,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
2539,Testis,ARRDC5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2540,Testis,C11orf65,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
2541,Testis,CAGE1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
2542,Testis,CCDC155,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
2543,Testis,CRYGC,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
2544,Testis,DHH,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2545,Testis,DNAH8,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2546,Testis,DRICH1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2547,Testis,EFCAB9,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2548,Testis,EID3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
