No.,Tissue,Enriched_Gene_symbol,GO_BP,GO_MF,GO_CC,REACTOME,KEGG,BIOCARTA
1905,Testis,PRM2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
1906,Testis,SPACA1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
1907,Testis,SPATA31D3,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
1908,Testis,ADAM18,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
1909,Testis,TGIF2LY,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
1910,Testis,BX072566.1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
1911,Testis,C16orf78,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
1912,Testis,FAM24A,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1913,Testis,PRSS54,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
1914,Testis,ZPBP,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
1915,Testis,CCDC105,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
1916,Testis,WDR87,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1917,Testis,SLCO6A1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1918,Testis,IQCF5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1919,Testis,GK2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
1920,Testis,PPP3R2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1921,Testis,C20orf173,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1922,Testis,POM121L2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1923,Testis,ZCCHC13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1924,Testis,ACR,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1925,Testis,FMR1NB,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1926,Testis,MAGEB6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1927,Testis,ACTL9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1928,Testis,MS4A13,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1929,Testis,PRSS58,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1930,Testis,TMCO2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1931,Testis,TRIM42,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1932,Testis,LYZL2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1933,Testis,ACTRT1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1934,Testis,SCP2D1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1935,Testis,CCDC27,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
1936,Testis,DMRT1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1937,Testis,SPATA31A3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1938,Testis,H1FOO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1939,Testis,TEX51,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
1940,Testis,TMEM225,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
1941,Testis,UBL4B,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1942,Testis,SPANXN5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1943,Testis,SPATA31D4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1944,Testis,PIWIL1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1945,Testis,POTEB,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1946,Testis,GJA8,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1947,Testis,NT5C1B-RDH14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1948,Testis,CAPZA3,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
1949,Testis,RBM46,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
1950,Testis,SPEM3,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
1951,Testis,CDY1B,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
1952,Testis,COX8C,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
1953,Testis,POTEB2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1954,Testis,C10orf53,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
1955,Testis,FAM71B,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
1956,Testis,RBMY1E,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
1957,Testis,TMEM249,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
1958,Testis,CYLC1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
1959,Testis,LDHAL6B,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1960,Testis,MAGEA2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
1961,Testis,Sep-12,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
1962,Testis,SPEM1,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
1963,Testis,TPTE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
1964,Testis,CT47A11,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
1965,Testis,RBMXL3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
1966,Testis,SSMEM1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
1967,Testis,TFDP3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1968,Testis,CCER1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
1969,Testis,PRR30,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1970,Testis,PRSS55,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
1971,Testis,ANHX,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
1972,Testis,BOD1L2,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
1973,Testis,C1orf100,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1974,Testis,CST8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1975,Testis,LYPD4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1976,Testis,LELP1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
1977,Testis,RBMY1F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1978,Testis,AL672043.1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
1979,Testis,TBC1D28,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
1980,Testis,TCP11,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
1981,Testis,TEX13D,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
1982,Testis,AKAP4,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
1983,Testis,C1orf185,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
1984,Testis,FKBP6,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
1985,Testis,GSTT4,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
1986,Testis,PAPOLB,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
1987,Testis,POTED,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
1988,Testis,STK31,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
1989,Testis,ODF1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
1990,Testis,CT47B1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
1991,Testis,CYLC2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1992,Testis,VCX3B,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1993,Testis,C10orf62,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1994,Testis,CCDC42,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1995,Testis,FAM71C,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1996,Testis,GSG1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1997,Testis,FTMT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1998,Testis,HIST1H1T,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1999,Testis,LYZL4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2000,Testis,RNF133,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2001,Testis,ANKRD7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2002,Testis,CXorf49,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2003,Testis,CXorf49B,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2004,Testis,TRPC5OS,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2005,Testis,AKNAD1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2006,Testis,GAGE12C,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2007,Testis,GAGE12D,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2008,Testis,H1FNT,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2009,Testis,SPANXN2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2010,Testis,SPATA31A7,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2011,Testis,SSX2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2012,Testis,TSSK2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2013,Testis,CTAG1B,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2014,Testis,MGAT4D,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2015,Testis,AL772284.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2016,Testis,ERICH6B,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017,Testis,PGK2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2018,Testis,BPIFA3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2019,Testis,CPXCR1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2020,Testis,EQTN,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2021,Testis,FSCN3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2022,Testis,MS4A5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2023,Testis,RNF148,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2024,Testis,TEX44,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2025,Testis,TSPYL6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2026,Testis,FAM166A,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2027,Testis,FAM46D,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2028,Testis,POTEB3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2029,Testis,CBLL2,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
2030,Testis,FAM236B,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2031,Testis,OR8B2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2032,Testis,TEX36,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2033,Testis,ASB17,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
2034,Testis,CCDC116,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2035,Testis,CT47A10,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2036,Testis,CT47A2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2037,Testis,CT47A3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2038,Testis,CT47A4,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2039,Testis,CT47A5,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
2040,Testis,CT47A8,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2041,Testis,CT47A9,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2042,Testis,FAM170A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2043,Testis,LYZL6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2044,Testis,SYCP1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2045,Testis,VCX,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2046,Testis,CT62,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2047,Testis,DCAF8L2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2048,Testis,SPATA16,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
2049,Testis,SPDYA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2050,Testis,TSSK1B,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2051,Testis,TTLL13P,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2052,Testis,CTAGE1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2053,Testis,DDI1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2054,Testis,TOPAZ1,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
2055,Testis,C18orf63,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
2056,Testis,IQCF3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2057,Testis,SMIM21,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
2058,Testis,SPZ1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2059,Testis,CDY1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2060,Testis,RBMY1B,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2061,Testis,YBX2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2062,Testis,C6orf201,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2063,Testis,CABS1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2064,Testis,SMC1B,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2065,Testis,C16orf96,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2066,Testis,CATSPERD,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2067,Testis,DCAF4L2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2068,Testis,DNAH17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2069,Testis,AC118470.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2070,Testis,AL035460.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2071,Testis,FAM47B,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2072,Testis,MAGEB16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2073,Testis,MEIOB,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2074,Testis,C12orf50,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2075,Testis,CMTM2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2076,Testis,CT47A1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2077,Testis,IQCF2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2078,Testis,PMIS2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2079,Testis,TEX38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2080,Testis,ACTL8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2081,Testis,C20orf141,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2082,Testis,CCDC179,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2083,Testis,CT45A2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2084,Testis,SPATA3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2085,Testis,FNDC8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2086,Testis,IRGC,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2087,Testis,KRTAP20-4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2088,Testis,ANKRD60,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2089,Testis,C6orf10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2090,Testis,CTAGE6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2091,Testis,FAM205C,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2092,Testis,SPANXB1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
2093,Testis,ACSBG2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2094,Testis,CCIN,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2095,Testis,DMRTC2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2096,Testis,PDCL2,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
2097,Testis,PHF7,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
2098,Testis,SSU72P8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2099,Testis,AL353572.3,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
2100,Testis,C12orf54,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2101,Testis,CCDC196,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2102,Testis,FAM236A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2103,Testis,OR10D3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2104,Testis,SPAM1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2105,Testis,CXorf51B,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2106,Testis,GAGE1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2107,Testis,LDHC,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
2108,Testis,TTLL2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2109,Testis,AC023491.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2110,Testis,ADAD2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2111,Testis,C17orf47,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
2112,Testis,DUSP21,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
2113,Testis,PRR23B,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2114,Testis,TBATA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2115,Testis,TEX53,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2116,Testis,TTLL8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2117,Testis,ZC2HC1B,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2118,Testis,ALLC,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2119,Testis,GAPDHS,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2120,Testis,MAGEA9B,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2121,Testis,TEX14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2122,Testis,CATSPER4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2123,Testis,GAGE2A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2124,Testis,HEATR9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2125,Testis,MAGEB1,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
2126,Testis,MAGEB6B,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2127,Testis,BHMG1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2128,Testis,C3orf84,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2129,Testis,CAPN11,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2130,Testis,CCDC166,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2131,Testis,DDX53,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2132,Testis,KIF4B,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2133,Testis,MPC1L,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
2134,Testis,PPP1R2B,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
2135,Testis,PRPS1L1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
2136,Testis,SEL1L2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2137,Testis,XAGE1A,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2138,Testis,OR4M1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
2139,Testis,TMEM270,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
2140,Testis,TMPRSS12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2141,Testis,ZPBP2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2142,Testis,ACRV1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2143,Testis,CT47A6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2144,Testis,PRKACG,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2145,Testis,SPANXN3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2146,Testis,SPPL2C,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
2147,Testis,ATXN3L,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
2148,Testis,ELOA2,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
2149,Testis,IZUMO2,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
2150,Testis,RPL10L,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
2151,Testis,SPATA31A5,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
2152,Testis,AC092042.3,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
2153,Testis,CTAGE9,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2154,Testis,ETDB,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2155,Testis,RNF151,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2156,Testis,C11orf94,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
2157,Testis,C12orf40,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2158,Testis,CDY2B,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
2159,Testis,GLT6D1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2160,Testis,LRRC52,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2161,Testis,OR8B3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2162,Testis,SPANXA1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
2163,Testis,SPATA22,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
2164,Testis,TEKT5,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
2165,Testis,AL358075.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2166,Testis,ASZ1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2167,Testis,CCDC54,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2168,Testis,PRDM7,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2169,Testis,SLC25A2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2170,Testis,CNGA2,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
2171,Testis,DCAF4L1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
2172,Testis,KLHL10,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
2173,Testis,MAEL,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2174,Testis,NANOS2,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
2175,Testis,TERB2,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
2176,Testis,C3orf20,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
2177,Testis,C3orf22,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2178,Testis,DAZL,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2179,Testis,FAM186B,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2180,Testis,FBXO39,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2181,Testis,HSFY2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2182,Testis,MAGEB2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2183,Testis,TXNDC2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2184,Testis,C5orf58,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2185,Testis,CSNKA2IP,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2186,Testis,INSL3,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
2187,Testis,MEIOC,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2188,Testis,PFN4,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2189,Testis,SPANXC,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2190,Testis,SSX2B,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2191,Testis,TEX43,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2192,Testis,TMEM239,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2193,Testis,BX276092.9,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2194,Testis,C19orf84,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2195,Testis,C5orf52,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2196,Testis,C7orf61,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2197,Testis,GALNTL5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2198,Testis,MYCBPAP,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2199,Testis,OR8G1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2200,Testis,SPATA32,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2201,Testis,TEX46,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2202,Testis,C1orf167,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2203,Testis,DKKL1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2204,Testis,EXD1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2205,Testis,FAM47C,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2206,Testis,IQCF6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2207,Testis,MAGEA3,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2208,Testis,OR4N4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2209,Testis,SPACA4,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2210,Testis,SPANXA2,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2211,Testis,TMEM31,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2212,Testis,TSACC,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2213,Testis,AKAP3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2214,Testis,ANKRD30BL,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2215,Testis,AURKC,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2216,Testis,C2orf16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2217,Testis,C8orf74,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
2218,Testis,CCDC158,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
2219,Testis,CT45A10,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
2220,Testis,CXorf65,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
2221,Testis,CXorf66,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2222,Testis,DCAF8L1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2223,Testis,FAM71D,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2224,Testis,GOLGA6L6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2225,Testis,KCNU1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2226,Testis,LLCFC1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
